time,temperature
2017-01-08 06:00:00,36.57
2017-01-08 06:15:00,35.675
2017-01-08 06:30:00,34.78
2017-01-08 06:45:00,33.885000000000005
2017-01-08 07:00:00,32.99
2017-01-08 07:15:00,32.25
2017-01-08 07:30:00,31.51
2017-01-08 07:45:00,30.770000000000003
2017-01-08 08:00:00,30.03
2017-01-08 08:15:00,29.6975
2017-01-08 08:30:00,29.365000000000002
2017-01-08 08:45:00,29.0325
2017-01-08 09:00:00,28.7
2017-01-08 09:15:00,28.32
2017-01-08 09:30:00,27.939999999999998
2017-01-08 09:45:00,27.56
2017-01-08 10:00:00,27.18
2017-01-08 10:15:00,26.97
2017-01-08 10:30:00,26.759999999999998
2017-01-08 10:45:00,26.55
2017-01-08 11:00:00,26.34
2017-01-08 11:15:00,26.377499999999998
2017-01-08 11:30:00,26.415
2017-01-08 11:45:00,26.4525
2017-01-08 12:00:00,26.49
2017-01-08 12:15:00,25.86
2017-01-08 12:30:00,25.229999999999997
2017-01-08 12:45:00,24.599999999999998
2017-01-08 13:00:00,23.97
2017-01-08 13:15:00,23.93
2017-01-08 13:30:00,23.89
2017-01-08 13:45:00,23.849999999999998
2017-01-08 14:00:00,23.81
2017-01-08 14:15:00,23.4075
2017-01-08 14:30:00,23.005
2017-01-08 14:45:00,22.6025
2017-01-08 15:00:00,22.2
2017-01-08 15:15:00,22.215
2017-01-08 15:30:00,22.23
2017-01-08 15:45:00,22.245
2017-01-08 16:00:00,22.26
2017-01-08 16:15:00,22.080000000000002
2017-01-08 16:30:00,21.9
2017-01-08 16:45:00,21.72
2017-01-08 17:00:00,21.54
2017-01-08 17:15:00,21.6175
2017-01-08 17:30:00,21.695
2017-01-08 17:45:00,21.7725
2017-01-08 18:00:00,21.85
2017-01-08 18:15:00,21.71
2017-01-08 18:30:00,21.57
2017-01-08 18:45:00,21.43
2017-01-08 19:00:00,21.29
2017-01-08 19:15:00,21.6425
2017-01-08 19:30:00,21.994999999999997
2017-01-08 19:45:00,22.3475
2017-01-08 20:00:00,22.7
2017-01-08 20:15:00,24.455
2017-01-08 20:30:00,26.21
2017-01-08 20:45:00,27.965
2017-01-08 21:00:00,29.72
2017-01-08 21:15:00,31.292499999999997
2017-01-08 21:30:00,32.864999999999995
2017-01-08 21:45:00,34.4375
2017-01-08 22:00:00,36.01
2017-01-08 22:15:00,37.1375
2017-01-08 22:30:00,38.265
2017-01-08 22:45:00,39.3925
2017-01-08 23:00:00,40.52
2017-01-08 23:15:00,41.38
2017-01-08 23:30:00,42.24
2017-01-08 23:45:00,43.1
2017-01-09 00:00:00,43.96
2017-01-09 00:15:00,44.765
2017-01-09 00:30:00,45.57
2017-01-09 00:45:00,46.375
2017-01-09 01:00:00,47.18
2017-01-09 01:15:00,47.79
2017-01-09 01:30:00,48.4
2017-01-09 01:45:00,49.01
2017-01-09 02:00:00,49.62
2017-01-09 02:15:00,49.912499999999994
2017-01-09 02:30:00,50.205
2017-01-09 02:45:00,50.4975
2017-01-09 03:00:00,50.79
2017-01-09 03:15:00,50.97
2017-01-09 03:30:00,51.15
2017-01-09 03:45:00,51.33
2017-01-09 04:00:00,51.51
2017-01-09 04:15:00,51.129999999999995
2017-01-09 04:30:00,50.75
2017-01-09 04:45:00,50.370000000000005
2017-01-09 05:00:00,49.99
2017-01-09 05:15:00,49.3125
2017-01-09 05:30:00,48.635000000000005
2017-01-09 05:45:00,47.9575
2017-01-09 06:00:00,47.28
2017-01-09 06:15:00,47.1875
2017-01-09 06:30:00,47.095
2017-01-09 06:45:00,47.0025
2017-01-09 07:00:00,46.91
2017-01-09 07:15:00,46.504999999999995
2017-01-09 07:30:00,46.099999999999994
2017-01-09 07:45:00,45.695
2017-01-09 08:00:00,45.29
2017-01-09 08:15:00,44.7225
2017-01-09 08:30:00,44.155
2017-01-09 08:45:00,43.587500000000006
2017-01-09 09:00:00,43.02
2017-01-09 09:15:00,42.5775
2017-01-09 09:30:00,42.135000000000005
2017-01-09 09:45:00,41.6925
2017-01-09 10:00:00,41.25
2017-01-09 10:15:00,41.185
2017-01-09 10:30:00,41.120000000000005
2017-01-09 10:45:00,41.055
2017-01-09 11:00:00,40.99
2017-01-09 11:15:00,41.2825
2017-01-09 11:30:00,41.575
2017-01-09 11:45:00,41.8675
2017-01-09 12:00:00,42.16
2017-01-09 12:15:00,42.535
2017-01-09 12:30:00,42.91
2017-01-09 12:45:00,43.285
2017-01-09 13:00:00,43.66
2017-01-09 13:15:00,43.625
2017-01-09 13:30:00,43.59
2017-01-09 13:45:00,43.555
2017-01-09 14:00:00,43.52
2017-01-09 14:15:00,43.650000000000006
2017-01-09 14:30:00,43.78
2017-01-09 14:45:00,43.91
2017-01-09 15:00:00,44.04
2017-01-09 15:15:00,43.9375
2017-01-09 15:30:00,43.835
2017-01-09 15:45:00,43.7325
2017-01-09 16:00:00,43.63
2017-01-09 16:15:00,43.375
2017-01-09 16:30:00,43.120000000000005
2017-01-09 16:45:00,42.865
2017-01-09 17:00:00,42.61
2017-01-09 17:15:00,42.3275
2017-01-09 17:30:00,42.045
2017-01-09 17:45:00,41.762499999999996
2017-01-09 18:00:00,41.48
2017-01-09 18:15:00,41.692499999999995
2017-01-09 18:30:00,41.905
2017-01-09 18:45:00,42.1175
2017-01-09 19:00:00,42.33
2017-01-09 19:15:00,42.7025
2017-01-09 19:30:00,43.075
2017-01-09 19:45:00,43.4475
2017-01-09 20:00:00,43.82
2017-01-09 20:15:00,44.6875
2017-01-09 20:30:00,45.555
2017-01-09 20:45:00,46.4225
2017-01-09 21:00:00,47.29
2017-01-09 21:15:00,48.71
2017-01-09 21:30:00,50.129999999999995
2017-01-09 21:45:00,51.55
2017-01-09 22:00:00,52.97
2017-01-09 22:15:00,54.7375
2017-01-09 22:30:00,56.504999999999995
2017-01-09 22:45:00,58.2725
2017-01-09 23:00:00,60.04
2017-01-09 23:15:00,60.9925
2017-01-09 23:30:00,61.945
2017-01-09 23:45:00,62.8975
2017-01-10 00:00:00,63.85
2017-01-10 00:15:00,64.52
2017-01-10 00:30:00,65.19
2017-01-10 00:45:00,65.86
2017-01-10 01:00:00,66.53
2017-01-10 01:15:00,67.0175
2017-01-10 01:30:00,67.505
2017-01-10 01:45:00,67.9925
2017-01-10 02:00:00,68.48
2017-01-10 02:15:00,68.8275
2017-01-10 02:30:00,69.17500000000001
2017-01-10 02:45:00,69.52250000000001
2017-01-10 03:00:00,69.87
2017-01-10 03:15:00,70.05000000000001
2017-01-10 03:30:00,70.23
2017-01-10 03:45:00,70.41
2017-01-10 04:00:00,70.59
2017-01-10 04:15:00,70.2475
2017-01-10 04:30:00,69.905
2017-01-10 04:45:00,69.5625
2017-01-10 05:00:00,69.22
2017-01-10 05:15:00,68.355
2017-01-10 05:30:00,67.49000000000001
2017-01-10 05:45:00,66.625
2017-01-10 06:00:00,65.76
