,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,use,gen,netload,netload,temperature
,solar_home1,solar_home1,solar_home1,proxy1,proxy1,proxy1,home1,home1,home1,home2,home2,home2,home3,home3,home3,solar_home2,solar_home2,solar_home2,solar_home3,solar_home3,solar_home3,proxy2,proxy2,proxy2,home4,home4,home4,solar_home4,solar_home4,solar_home4,agg,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 02:45:00,0.8300666666666666,-0.004,0.8340666666666666,0.36206666666666665,-0.006,0.36806666666666665,0.49033333333333334,0.0,0.49033333333333334,0.38133333333333336,0.0,0.38133333333333336,1.7786666666666666,0.0,1.7786666666666666,0.3545333333333333,-0.008,0.3625333333333333,0.7031333333333334,-0.014533333333333334,0.7176666666666667,0.6124,-0.007866666666666666,0.6202666666666667,2.956733333333333,0.0,2.956733333333333,0.331,-0.007,0.338,8.847666666666667,68.46249999999999
2015-04-01 03:00:00,0.9246,-0.004,0.9286,0.4028,-0.006,0.4088,0.4679333333333333,0.0,0.4679333333333333,0.5298666666666667,0.0,0.5298666666666667,0.9298,0.0,0.9298,0.44126666666666664,-0.008,0.44926666666666665,0.4209333333333333,-0.014,0.43493333333333334,0.5968666666666667,-0.007533333333333334,0.6043999999999999,0.3566,0.0,0.3566,0.41773333333333335,-0.007666666666666666,0.4254,5.5356000000000005,68.35
2015-04-01 03:15:00,0.83,-0.004,0.834,0.39826666666666666,-0.006,0.40426666666666666,0.4036666666666667,0.0,0.4036666666666667,0.4407333333333333,0.0,0.4407333333333333,1.0970666666666666,0.0,1.0970666666666666,0.4562,-0.008,0.4642,0.4759333333333333,-0.013866666666666666,0.4898,0.6795333333333333,-0.0078,0.6873333333333334,0.3191333333333333,0.0,0.3191333333333333,0.35433333333333333,-0.0071333333333333335,0.36146666666666666,5.501666666666667,68.335
2015-04-01 03:30:00,0.9134666666666666,-0.004,0.9174666666666667,0.38653333333333334,-0.006,0.39253333333333335,0.34826666666666667,0.0,0.34826666666666667,0.39466666666666667,0.0,0.39466666666666667,0.8611333333333333,0.0,0.8611333333333333,0.38666666666666666,-0.008,0.39466666666666667,0.7303333333333333,-0.014266666666666667,0.7445999999999999,0.6692,-0.0074,0.6766,0.3025333333333333,0.0,0.3025333333333333,0.4518666666666667,-0.007866666666666666,0.4597333333333334,5.4921999999999995,68.32
2015-04-01 03:45:00,0.7737333333333334,-0.004,0.7777333333333334,0.3836,-0.006,0.3896,1.0915333333333332,0.0,1.0915333333333332,0.5293333333333333,0.0,0.5293333333333333,0.8528,0.0,0.8528,0.43233333333333335,-0.008,0.44033333333333335,0.6382666666666666,-0.014333333333333333,0.6526,0.5603333333333333,-0.0072,0.5675333333333333,0.30093333333333333,0.0,0.30093333333333333,0.3394666666666667,-0.007066666666666666,0.34653333333333336,5.948933333333333,68.305
2015-04-01 04:00:00,0.6583333333333333,-0.004,0.6623333333333333,0.29473333333333335,-0.006,0.30073333333333335,0.44633333333333336,0.0,0.44633333333333336,0.42606666666666665,0.0,0.42606666666666665,0.8606666666666667,0.0,0.8606666666666667,0.3579333333333333,-0.008,0.36593333333333333,0.4231333333333333,-0.014,0.4371333333333333,0.5636,-0.0072,0.5708,0.2578,0.0,0.2578,0.36473333333333335,-0.007266666666666667,0.372,4.6998,68.29
2015-04-01 04:15:00,0.6082666666666666,-0.004,0.6122666666666666,0.31033333333333335,-0.006,0.31633333333333336,0.4723333333333333,0.0,0.4723333333333333,0.4115333333333333,0.0,0.4115333333333333,0.9214,0.0,0.9214,0.49393333333333334,-0.008,0.5019333333333333,0.3894,-0.014,0.40340000000000004,0.5476666666666666,-0.0072,0.5548666666666666,0.23686666666666667,0.0,0.23686666666666667,0.46846666666666664,-0.008,0.47646666666666665,4.9074,68.2475
2015-04-01 04:30:00,0.6344,-0.004,0.6384,0.2916,-0.006,0.29760000000000003,0.4444,0.0,0.4444,0.5289333333333334,0.0,0.5289333333333334,2.3588,0.0,2.3588,0.41733333333333333,-0.008,0.42533333333333334,0.42373333333333335,-0.014,0.43773333333333336,0.574,-0.007266666666666667,0.5812666666666666,0.2968,0.0,0.2968,0.35246666666666665,-0.0071333333333333335,0.3596,6.368866666666667,68.20500000000001
2015-04-01 04:45:00,0.6206666666666667,-0.004,0.6246666666666667,0.34486666666666665,-0.006,0.35086666666666666,0.3468,0.0,0.3468,0.39986666666666665,0.0,0.39986666666666665,0.8576666666666667,0.0,0.8576666666666667,0.363,-0.008,0.371,0.6481333333333333,-0.0142,0.6623333333333333,0.644,-0.0071333333333333335,0.6511333333333333,0.3157333333333333,0.0,0.3157333333333333,0.34586666666666666,-0.007,0.35286666666666666,4.932933333333333,68.16250000000001
2015-04-01 05:00:00,0.6244666666666666,-0.004,0.6284666666666666,0.3994666666666667,-0.006,0.4054666666666667,1.1414666666666666,0.0,1.1414666666666666,0.4367333333333333,0.0,0.4367333333333333,0.7946666666666666,0.0,0.7946666666666666,0.4305333333333333,-0.008,0.43853333333333333,0.7880666666666667,-0.014333333333333333,0.8024,0.6376666666666667,-0.007333333333333333,0.645,0.3171333333333333,0.0,0.3171333333333333,0.46213333333333334,-0.007666666666666666,0.4698,6.079666666666667,68.12
2015-04-01 05:15:00,0.6330666666666667,-0.004,0.6370666666666667,0.8809333333333333,-0.006533333333333334,0.8874666666666666,0.5510666666666667,0.0,0.5510666666666667,0.5255333333333333,0.0,0.5255333333333333,0.7096,0.0,0.7096,0.4102,-0.008,0.4182,0.4036666666666667,-0.014,0.4176666666666667,0.6293333333333333,-0.007866666666666666,0.6372,2.7285333333333335,0.0,2.7285333333333335,0.37653333333333333,-0.007333333333333333,0.3838666666666667,7.896200000000001,68.095
2015-04-01 05:30:00,0.6047333333333333,-0.004,0.6087333333333333,0.7763333333333333,-0.0064,0.7827333333333333,0.6235333333333334,0.0,0.6235333333333334,0.3708666666666667,0.0,0.3708666666666667,0.7224,0.0,0.7224,0.4356,-0.008,0.4436,0.4204,-0.0136,0.434,0.64,-0.007733333333333333,0.6477333333333334,0.8575333333333334,0.0,0.8575333333333334,0.32826666666666665,-0.007,0.33526666666666666,5.8264000000000005,68.07
2015-04-01 05:45:00,0.6515333333333333,-0.004,0.6555333333333333,0.46513333333333334,-0.006,0.47113333333333335,0.8538666666666667,0.0,0.8538666666666667,0.4628,0.0,0.4628,0.9371333333333334,0.0,0.9371333333333334,0.42933333333333334,-0.008,0.43733333333333335,0.3943333333333333,-0.013466666666666667,0.4078,0.657,-0.007533333333333334,0.6645333333333333,0.24073333333333333,0.0,0.24073333333333333,0.43346666666666667,-0.007,0.4404666666666667,5.571333333333333,68.045
2015-04-01 06:00:00,0.5864666666666667,-0.004,0.5904666666666667,0.2865333333333333,-0.005933333333333333,0.29246666666666665,0.9731333333333333,0.0,0.9731333333333333,0.505,0.0,0.505,0.933,0.0,0.933,0.3429333333333333,-0.008,0.3509333333333333,0.5976,-0.0142,0.6118,0.607,-0.0072,0.6142,0.23693333333333333,0.0,0.23693333333333333,0.359,-0.007,0.366,5.473933333333333,68.02
2015-04-01 06:15:00,0.6612,-0.004,0.6652,0.44153333333333333,-0.0058,0.44733333333333336,1.2693333333333332,0.0,1.2693333333333332,0.3522,0.0,0.3522,0.9066666666666666,0.0,0.9066666666666666,0.4265333333333333,-0.008,0.4345333333333333,0.7577333333333334,-0.014,0.7717333333333334,0.9122666666666667,-0.0078,0.9200666666666667,0.30973333333333336,0.0,0.30973333333333336,0.428,-0.007,0.435,6.511799999999999,67.945
2015-04-01 06:30:00,0.5747333333333333,-0.004,0.5787333333333333,0.27286666666666665,-0.005933333333333333,0.2788,1.0259333333333334,0.0,1.0259333333333334,0.4958,0.0,0.4958,0.9212666666666667,0.0,0.9212666666666667,0.46913333333333335,-0.008,0.47713333333333335,0.5289333333333334,-0.013866666666666666,0.5428000000000001,0.9518666666666666,-0.0082,0.9600666666666666,0.32226666666666665,0.0,0.32226666666666665,0.4656666666666667,-0.007866666666666666,0.47353333333333336,6.076333333333333,67.87
2015-04-01 06:45:00,0.6783333333333333,-0.004,0.6823333333333333,0.5310666666666667,-0.006,0.5370666666666667,1.3174,0.0,1.3174,0.468,0.0,0.468,0.8706,0.0,0.8706,0.37146666666666667,-0.008,0.3794666666666667,0.39413333333333334,-0.013466666666666667,0.4076,1.03,-0.009,1.039,0.42593333333333333,0.0,0.42593333333333333,0.5721333333333334,-0.008,0.5801333333333334,6.707533333333333,67.795
2015-04-01 07:00:00,0.7769333333333334,-0.004,0.7809333333333334,0.6057333333333333,-0.006,0.6117333333333334,1.3593333333333333,0.0,1.3593333333333333,0.3586,0.0,0.3586,2.9688,0.0,2.9688,0.4398,-0.008,0.44780000000000003,0.4251333333333333,-0.014,0.4391333333333333,1.0063333333333333,-0.008666666666666666,1.015,0.36946666666666667,0.0,0.36946666666666667,0.6294,-0.008,0.6374,8.988199999999999,67.72
2015-04-01 07:15:00,0.6888666666666666,-0.004,0.6928666666666666,0.2673333333333333,-0.006466666666666667,0.2738,1.0631333333333333,0.0,1.0631333333333333,0.5559333333333333,0.0,0.5559333333333333,1.4238,0.0,1.4238,0.36246666666666666,-0.0092,0.37166666666666665,0.9868666666666667,-0.014666666666666666,1.0015333333333334,1.5625333333333333,-0.009533333333333333,1.5720666666666667,0.2568,0.0,0.2568,0.5183333333333333,-0.008,0.5263333333333333,7.737933333333333,67.7
2015-04-01 07:30:00,1.0298,-0.014333333333333333,1.0441333333333334,0.3144,-0.013266666666666666,0.32766666666666666,0.7992666666666667,0.0,0.7992666666666667,0.7554666666666666,0.0,0.7554666666666666,1.3390666666666666,0.0,1.3390666666666666,0.4574666666666667,-0.010266666666666667,0.46773333333333333,1.8679333333333332,-0.007,1.8749333333333331,0.9441333333333334,-0.015866666666666668,0.9600000000000001,0.26106666666666667,0.0,0.26106666666666667,0.41426666666666667,-0.010266666666666667,0.4245333333333333,8.253866666666665,67.68
2015-04-01 07:45:00,0.7801333333333333,0.0346,0.7455333333333334,0.3092,-0.003533333333333333,0.3127333333333333,1.2784,0.0,1.2784,0.5922666666666667,0.0,0.5922666666666667,1.2906666666666666,0.0,1.2906666666666666,0.44453333333333334,0.0306,0.4139333333333333,1.2872,0.009066666666666667,1.2781333333333333,0.822,0.04766666666666667,0.7743333333333333,0.2896666666666667,0.0,0.2896666666666667,0.4292666666666667,-0.009066666666666667,0.43833333333333335,7.414,67.66
2015-04-01 08:00:00,0.699,0.08666666666666667,0.6123333333333333,0.2786666666666667,0.029933333333333333,0.24873333333333333,0.4689333333333333,0.0,0.4689333333333333,0.5306666666666666,0.0,0.5306666666666666,1.1875333333333333,0.0,1.1875333333333333,0.35213333333333335,-0.0023333333333333335,0.3544666666666667,0.7624666666666666,0.04293333333333333,0.7195333333333332,0.7006,0.1288,0.5718,0.24486666666666668,0.0,0.24486666666666668,0.31266666666666665,0.0908,0.22186666666666666,5.160733333333333,67.64
2015-04-01 08:15:00,0.6911333333333334,0.10993333333333333,0.5812,0.2634,0.0436,0.21980000000000002,0.4649333333333333,0.0,0.4649333333333333,0.5564,0.0,0.5564,1.1634666666666666,0.0,1.1634666666666666,0.4222666666666667,0.1666,0.2556666666666667,0.7036,0.0498,0.6538,0.7414,0.15373333333333333,0.5876666666666666,0.2456,0.0,0.2456,0.3456,0.27086666666666664,0.07473333333333337,4.803266666666667,67.97749999999999
2015-04-01 08:30:00,0.6432666666666667,0.12773333333333334,0.5155333333333333,0.261,0.06686666666666667,0.19413333333333332,1.2568,0.0,1.2568,0.5758,0.0,0.5758,0.9681333333333333,0.0,0.9681333333333333,0.39986666666666665,0.5318666666666667,-0.13200000000000006,0.6371333333333333,0.0304,0.6067333333333333,0.6936666666666667,0.22066666666666668,0.473,0.24766666666666667,0.0,0.24766666666666667,0.6774,0.19913333333333333,0.4782666666666667,5.1840666666666655,68.315
2015-04-01 08:45:00,0.5313333333333333,0.15046666666666667,0.3808666666666667,0.2588666666666667,0.0848,0.1740666666666667,0.4925333333333333,0.0,0.4925333333333333,0.9163333333333333,0.0,0.9163333333333333,0.9038666666666667,0.0,0.9038666666666667,0.9982666666666666,0.45093333333333335,0.5473333333333332,1.3508,0.13153333333333334,1.2192666666666667,0.8967333333333334,0.26453333333333334,0.6322000000000001,0.24713333333333334,0.0,0.24713333333333334,0.5322,0.4706666666666667,0.06153333333333333,5.5751333333333335,68.6525
2015-04-01 09:00:00,0.5935333333333334,0.42546666666666666,0.1680666666666667,0.273,0.27746666666666664,-0.004466666666666619,0.44826666666666665,0.0,0.44826666666666665,0.39826666666666666,0.0,0.39826666666666666,1.001,0.0,1.001,0.5822,1.0428666666666666,-0.46066666666666656,0.626,0.3747333333333333,0.2512666666666667,0.9440666666666667,0.6977333333333333,0.2463333333333334,0.2598,0.0,0.2598,0.2836,0.4896,-0.20599999999999996,2.101866666666667,68.99
2015-04-01 09:15:00,0.5427333333333333,0.5539333333333334,-0.011200000000000099,0.41986666666666667,0.3508,0.06906666666666667,0.453,0.0,0.453,0.5122666666666666,0.0,0.5122666666666666,0.9359333333333333,0.0,0.9359333333333333,0.47886666666666666,1.0784666666666667,-0.5996,0.36146666666666666,0.32053333333333334,0.04093333333333332,1.0104,0.8223333333333334,0.1880666666666666,0.29613333333333336,0.0,0.29613333333333336,0.3032,0.48413333333333336,-0.18093333333333333,1.7036666666666664,69.4575
2015-04-01 09:30:00,0.5986666666666667,0.4286,0.1700666666666667,0.6432666666666667,0.2534666666666667,0.3898,0.48173333333333335,0.0,0.48173333333333335,0.5365333333333333,0.0,0.5365333333333333,0.8736666666666667,0.0,0.8736666666666667,0.5726666666666667,0.6156666666666667,-0.04300000000000004,0.32093333333333335,0.3545333333333333,-0.03359999999999996,0.8961333333333333,0.5968666666666667,0.2992666666666667,0.4315333333333333,0.0,0.4315333333333333,0.3208666666666667,0.5076666666666667,-0.18680000000000002,2.9192,69.925
2015-04-01 09:45:00,0.5400666666666667,0.44226666666666664,0.09780000000000005,0.2918,0.24673333333333333,0.04506666666666667,0.46773333333333333,0.0,0.46773333333333333,0.5287333333333334,0.0,0.5287333333333334,0.8482,0.0,0.8482,0.5652,1.3011333333333333,-0.7359333333333332,0.25553333333333333,0.44006666666666666,-0.18453333333333333,0.8366,0.5428666666666667,0.2937333333333333,0.229,0.0,0.229,0.2264,0.6952,-0.46880000000000005,1.1210000000000002,70.3925
2015-04-01 10:00:00,0.6138,0.7138,-0.09999999999999998,0.49293333333333333,0.5627333333333333,-0.06979999999999997,0.4686,0.0,0.4686,0.5256,0.0,0.5256,0.8341333333333333,0.0,0.8341333333333333,0.46826666666666666,1.4283333333333332,-0.9600666666666666,0.22913333333333333,0.7736666666666666,-0.5445333333333333,0.7788666666666667,1.4622666666666666,-0.6833999999999999,0.16593333333333332,0.0,0.16593333333333332,0.2865333333333333,0.3622666666666667,-0.07573333333333337,-0.43926666666666636,70.86
2015-04-01 10:15:00,0.5792,1.4086666666666667,-0.8294666666666667,0.30046666666666666,1.4822666666666666,-1.1818,0.4656666666666667,0.0,0.4656666666666667,0.5223333333333333,0.0,0.5223333333333333,0.7948666666666667,0.0,0.7948666666666667,0.5276666666666666,2.2364,-1.7087333333333334,0.6178,1.2555333333333334,-0.6377333333333334,0.7948,4.684733333333333,-3.889933333333333,0.1594,0.0,0.1594,0.34253333333333336,0.6414666666666666,-0.2989333333333333,-6.604333333333334,71.33500000000001
2015-04-01 10:30:00,0.6928666666666666,1.0926666666666667,-0.39980000000000004,0.913,1.0800666666666667,-0.1670666666666667,0.4762,0.0,0.4762,0.5086666666666667,0.0,0.5086666666666667,0.7551333333333333,0.0,0.7551333333333333,0.4646,1.9863333333333333,-1.5217333333333332,0.7501333333333333,1.1226,-0.3724666666666667,0.7800666666666667,3.205,-2.4249333333333336,0.19293333333333335,0.0,0.19293333333333335,0.2262,1.119,-0.8928,-3.8458666666666668,71.81
2015-04-01 10:45:00,0.8932,1.0388666666666666,-0.1456666666666666,3.4627333333333334,0.7426666666666667,2.720066666666667,0.46513333333333334,0.0,0.46513333333333334,0.3502,0.0,0.3502,0.7591333333333333,0.0,0.7591333333333333,0.5264666666666666,2.4382,-1.9117333333333335,0.3337333333333333,0.7771333333333333,-0.4434,0.8153333333333334,1.8715333333333333,-1.0562,0.23746666666666666,0.0,0.23746666666666666,0.2694666666666667,0.8209333333333333,-0.5514666666666665,0.42353333333333354,72.285
2015-04-01 11:00:00,0.9947333333333334,1.5615333333333332,-0.5667999999999999,3.5083333333333333,1.1397333333333333,2.3686,1.3059333333333334,0.0,1.3059333333333334,0.4885333333333333,0.0,0.4885333333333333,0.7857333333333333,0.0,0.7857333333333333,0.6305333333333333,1.7415333333333334,-1.1110000000000002,0.6954666666666667,0.9540666666666666,-0.25859999999999994,0.9193333333333333,2.8406,-1.9212666666666665,0.24286666666666668,0.0,0.24286666666666668,0.35773333333333335,0.5591333333333334,-0.20140000000000002,1.1326,72.76
2015-04-01 11:15:00,0.9014,1.9398,-1.0384,1.0898,1.4022666666666668,-0.31246666666666667,0.4594,0.0,0.4594,0.5193333333333333,0.0,0.5193333333333333,0.8396,0.0,0.8396,0.48346666666666666,1.5668666666666666,-1.0834,0.27266666666666667,1.1254666666666666,-0.8528,1.3275333333333332,3.3897333333333335,-2.0622000000000003,0.22546666666666668,0.0,0.22546666666666668,0.23733333333333334,0.6179333333333333,-0.3806,-3.6860666666666666,73.0425
2015-04-01 11:30:00,0.9797333333333333,1.0712666666666666,-0.09153333333333324,0.21613333333333334,0.6442666666666667,-0.4281333333333333,1.3500666666666667,0.0,1.3500666666666667,0.4782666666666667,0.0,0.4782666666666667,0.8206,0.0,0.8206,0.5162666666666667,1.1138666666666668,-0.5976000000000001,0.45626666666666665,0.9455333333333333,-0.4892666666666667,1.1488,1.421,-0.2722,0.22253333333333333,0.0,0.22253333333333333,0.24113333333333334,0.5538,-0.31266666666666665,0.6800666666666667,73.325
2015-04-01 11:45:00,0.8851333333333333,0.27486666666666665,0.6102666666666667,0.21066666666666667,0.17893333333333333,0.031733333333333336,0.4623333333333333,0.0,0.4623333333333333,0.3555333333333333,0.0,0.3555333333333333,0.7216666666666667,0.0,0.7216666666666667,0.46713333333333334,1.2557333333333334,-0.7886,0.5425333333333333,0.21173333333333333,0.3308,0.9464666666666667,0.48133333333333334,0.46513333333333334,0.18426666666666666,0.0,0.18426666666666666,0.359,1.2600666666666667,-0.9010666666666667,1.4720666666666669,73.6075
2015-04-01 12:00:00,0.971,1.8714666666666666,-0.9004666666666666,0.15613333333333335,1.3258,-1.1696666666666666,0.4596,0.0,0.4596,0.5179333333333334,0.0,0.5179333333333334,0.7147333333333333,0.0,0.7147333333333333,0.5063333333333333,1.5966666666666667,-1.0903333333333334,0.9338,0.8224666666666667,0.11133333333333328,1.0942,3.1392,-2.045,0.16006666666666666,0.0,0.16006666666666666,0.2578666666666667,0.6398,-0.38193333333333335,-3.6237333333333335,73.89
2015-04-01 12:15:00,0.9093333333333333,1.4411333333333334,-0.5318,0.116,0.9594666666666667,-0.8434666666666667,1.2855333333333332,0.0,1.2855333333333332,0.5194,0.0,0.5194,0.8948,0.0,0.8948,0.5288,2.2370666666666668,-1.7082666666666668,1.2388666666666668,0.8547333333333333,0.38413333333333344,0.9381333333333334,2.219133333333333,-1.2809999999999997,0.19453333333333334,0.0,0.19453333333333334,0.22633333333333333,1.0017333333333334,-0.7754000000000001,-1.8615333333333333,74.32
2015-04-01 12:30:00,1.7754666666666667,0.2994,1.4760666666666666,0.1178,0.18106666666666665,-0.06326666666666665,0.46673333333333333,0.0,0.46673333333333333,0.4202,0.0,0.4202,0.8385333333333334,0.0,0.8385333333333334,0.4179333333333333,1.7137333333333333,-1.2958,1.1892666666666667,0.16853333333333334,1.0207333333333333,0.8454666666666667,0.47346666666666665,0.37200000000000005,0.2354,0.0,0.2354,0.3350666666666667,1.1091333333333333,-0.7740666666666667,2.696533333333333,74.75
2015-04-01 12:45:00,0.9174666666666667,1.0912666666666666,-0.17379999999999995,0.17886666666666667,0.7674666666666666,-0.5886,1.2948,0.0,1.2948,0.4245333333333333,0.0,0.4245333333333333,0.8244,0.0,0.8244,0.551,1.0996666666666668,-0.5486666666666667,0.33666666666666667,0.5393333333333333,-0.20266666666666666,1.0270666666666666,1.8359333333333332,-0.8088666666666666,0.21973333333333334,0.0,0.21973333333333334,0.3244,0.5485333333333333,-0.2241333333333333,0.2167333333333331,75.18
2015-04-01 13:00:00,1.8245333333333333,2.166533333333333,-0.34199999999999986,0.22513333333333332,1.5240666666666667,-1.2989333333333333,0.4574666666666667,0.0,0.4574666666666667,0.5306666666666666,0.0,0.5306666666666666,0.7902666666666667,0.0,0.7902666666666667,0.5534,0.942,-0.38859999999999995,0.31906666666666667,1.473,-1.1539333333333335,0.6890666666666667,3.6376666666666666,-2.9486,0.21446666666666667,0.0,0.21446666666666667,0.5560666666666667,1.4986666666666666,-0.9425999999999999,-5.081799999999999,75.61
2015-04-01 13:15:00,0.9444,2.5652,-1.6208,0.2108,1.793,-1.5821999999999998,0.3474,0.0,0.3474,0.7106,0.0,0.7106,0.6925333333333333,0.0,0.6925333333333333,0.5472,3.7407333333333335,-3.1935333333333333,0.8586666666666667,1.8784666666666667,-1.0198,1.161,4.4654,-3.3044,0.1534,0.0,0.1534,0.3933333333333333,3.429666666666667,-3.0363333333333333,-11.853133333333332,76.015
2015-04-01 13:30:00,1.8988,1.9478666666666666,-0.04906666666666659,0.2098,1.2708666666666666,-1.0610666666666666,1.3276,0.0,1.3276,0.5402666666666667,0.0,0.5402666666666667,0.6932666666666667,0.0,0.6932666666666667,0.5183333333333333,5.497066666666667,-4.9787333333333335,0.37953333333333333,0.9095333333333333,-0.53,0.7678,3.0130666666666666,-2.2452666666666667,0.1528,0.0,0.1528,0.36773333333333336,3.067266666666667,-2.6995333333333336,-8.849733333333333,76.42
